,property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
1726,flat,valley view estate,gwal pahari,1.5,8278.0,4,4,3+,9.0,Old Property,2013.0,1,1,0,0,1,0,135,"28.4484° N, 77.0210° E",28.4484,77.021
1727,house,independent,sector 56,8.0,9654.0,10,10,3+,4.0,Moderately Old,8286.0,1,1,0,1,0,2,107,"28.4245° N, 77.0991° E",28.4245,77.0991
1728,house,independent,sector 55,2.8,18667.0,4,4,0,2.0,Old Property,1500.0,0,0,0,0,0,0,0,"28.4281° N, 77.1100° E",28.4281,77.11
1729,flat,dlf new town heights,sector 90,2.0,7334.0,4,4,3+,20.0,Moderately Old,2468.0,0,1,0,0,1,0,49,"28.4085° N, 76.9369° E",28.4085,76.9369
1730,house,independent,sector 46,2.2,2689.0,3,3,2,3.0,Old Property,909.0,0,0,1,0,0,1,56,"28.4374° N, 77.0586° E",28.4374,77.0586
1731,flat,m3m skywalk,sector 74,2.7,13380.0,3,3,3,13.0,New Property,1826.0,0,0,1,0,0,0,92,"28.4158° N, 77.0118° E",28.4158,77.0118
1732,flat,parsvnath green ville,sector 48,1.5,8787.0,3,3,3,1.0,Old Property,1600.0,0,0,0,0,0,1,128,"28.4177° N, 77.0359° E",28.4177,77.0359
1733,flat,microtek greenburg,sector 86,1.25,8446.0,2,2,3,13.0,Moderately Old,1339.0,1,0,0,0,0,0,6,"28.3986° N, 76.9384° E",28.3986,76.9384
1734,flat,paras dews,sector 106,1.17,6648.0,3,4,3+,12.0,Moderately Old,1186.0,0,1,0,0,0,0,49,"28.5007° N, 77.0003° E",28.5007,77.0003
1735,house,independent,sector 43,9.5,42222.0,5,5,3+,2.0,Moderately Old,300.0,0,1,0,1,0,1,88,"28.4629° N, 77.0772° E",28.4629,77.0772
1736,flat,tulip violet,sector 69,1.3,8286.0,3,3,1,12.0,Moderately Old,1419.0,0,0,0,1,0,0,86,"28.3966° N, 77.0341° E",28.3966,77.0341
1737,flat,raheja sampada,sector 92,0.65,4745.0,3,2,3,6.0,Moderately Old,1240.0,0,0,0,0,0,0,49,"28.4079° N, 76.9153° E",28.4079,76.9153
1738,flat,dlf regency park,sector 28,1.91,16609.0,2,2,2,11.0,New Property,1278.0,0,0,0,0,0,2,98,"28.4728° N, 77.0865° E",28.4728,77.0865
1739,flat,tulip violet,sector 69,1.36,8619.0,3,3,2,12.0,Moderately Old,1428.0,0,0,0,1,0,1,49,"28.3966° N, 77.0341° E",28.3966,77.0341
1740,flat,central park flower valley cerise floors,sector 33,1.3,10744.0,2,2,2,3.0,New Property,1095.0,1,0,0,0,0,0,22,"28.4420° N, 77.0207° E",28.442,77.0207
1741,flat,puri diplomatic greens,sector 111,2.25,13235.0,3,3,2,12.0,Moderately Old,1538.0,0,0,0,0,0,0,101,"28.5238° N, 77.0320° E",28.5238,77.032
1742,flat,tarc maceo,sector 91,0.9,6870.0,2,2,2,13.0,Moderately Old,1186.0,0,0,0,0,0,2,67,"28.4014° N, 76.9225° E",28.4014,76.9225
1743,flat,experion the heartsong,sector 108,1.2,6826.0,3,3,3+,10.0,Moderately Old,1275.53,1,0,0,0,0,0,93,"28.5134° N, 76.9830° E",28.5134,76.983
1744,flat,citizen apartment,sector 51,3.55,6826.0,5,6,3+,11.0,Moderately Old,5200.0,1,1,1,1,0,1,157,"28.4320° N, 77.0686° E",28.432,77.0686
1745,flat,corona optus,sector 37c,1.27,7204.0,3,3,3,2.0,Moderately Old,1581.0,1,0,0,0,1,0,49,"28.4515° N, 76.9882° E",28.4515,76.9882
1746,flat,emaar mgf emerald floors premier,sector 65,2.35,14242.0,3,3,3,3.0,Moderately Old,1833.0,1,1,0,0,0,1,124,"28.4030° N, 77.0690° E",28.403,77.069
1747,flat,emaar mgf emerald floors premier,sector 65,2.35,14242.0,3,3,2,4.0,Moderately Old,1650.0,1,1,0,0,0,0,165,"28.4030° N, 77.0690° E",28.403,77.069
1748,flat,pareena mi casa,sector 68,1.0,8163.0,2,2,2,16.0,New Property,1361.0,0,1,0,0,0,0,65,"28.3853° N, 77.0484° E",28.3853,77.0484
1749,flat,godrej icon,sector 88a,1.65,9041.0,3,3,3,12.0,New Property,1652.0,0,0,0,0,0,0,60,"28.4347° N, 76.9557° E",28.4347,76.9557
1750,flat,signature andour heights,sector 71,0.59,8429.0,2,2,1,6.0,Moderately Old,639.0,0,0,0,0,0,0,67,"28.4104° N, 77.0281° E",28.4104,77.0281
1751,flat,experion windchants,sector 112,5.6,11530.0,4,6,3+,15.0,Moderately Old,3662.34,0,1,0,0,0,1,157,"28.5189° N, 77.0183° E",28.5189,77.0183
1752,house,dlf city plots,sector 26,18.0,39841.0,6,6,2,3.0,Old Property,4518.0,0,1,0,1,1,1,49,"28.4757° N, 77.1032° E",28.4757,77.1032
1753,flat,tulip violet,sector 69,1.4,8929.0,3,3,1,12.0,Moderately Old,1419.0,0,0,0,0,0,0,157,"28.3966° N, 77.0341° E",28.3966,77.0341
1754,house,independent,sector 82,7.0,21605.0,4,4,3+,1.0,Moderately Old,3240.0,1,1,0,1,0,1,49,"28.3935° N, 76.9600° E",28.3935,76.96
1755,flat,dlf the skycourt,sector 86,1.55,8031.0,3,3,1,12.0,Moderately Old,1900.0,0,0,0,1,0,1,153,"28.3986° N, 76.9384° E",28.3986,76.9384
1756,flat,paras dews,sector 106,1.1,9735.0,3,4,3+,8.0,Moderately Old,1186.0,0,1,0,0,0,1,174,"28.5007° N, 77.0003° E",28.5007,77.0003
1757,flat,la vida by tata housing,sector 113,1.65,10450.0,3,2,2,3.0,Moderately Old,1420.0,0,0,0,0,0,0,49,"28.5287° N, 77.0233° E",28.5287,77.0233
1758,flat,indiabulls centrum park,sector 103,1.34,7486.0,3,3,3+,13.0,Moderately Old,1560.0,1,0,0,0,0,0,93,"28.4949° N, 76.9845° E",28.4949,76.9845
1759,flat,shree vardhman flora,sector 90,1.3,5253.0,4,5,2,9.0,Moderately Old,2134.0,1,1,0,0,0,0,110,"28.4085° N, 76.9369° E",28.4085,76.9369
1760,house,independent,sector 9,3.5,13410.0,9,9,3+,3.0,Moderately Old,2610.0,1,0,0,0,0,0,23,"28.4603° N, 77.0000° E",28.4603,77.0
1761,flat,aipl joy square,sector 63a,0.7,10101.0,1,1,0,7.0,Moderately Old,693.0,0,0,0,0,0,0,0,"28.3923° N, 77.0888° E",28.3923,77.0888
1762,flat,sobha city,sector 108,3.95,16859.0,3,4,2,15.0,Moderately Old,1900.0,0,1,0,0,0,0,49,"28.5134° N, 76.9830° E",28.5134,76.983
1763,flat,zara aavaas,sector 104,0.2,6645.0,1,2,2,3.0,New Property,334.0,0,0,0,0,0,0,67,"28.4788° N, 76.9960° E",28.4788,76.996
1764,flat,tata primanti,sector 72,6.75,19286.0,4,4,3+,0.0,New Property,4000.0,0,1,0,0,0,1,174,"28.4225° N, 77.0211° E",28.4225,77.0211
1765,flat,the lions cghs,sector 56,2.05,9535.0,4,4,3,7.0,Moderately Old,2000.0,0,1,0,0,1,1,49,"28.4245° N, 77.0991° E",28.4245,77.0991
1766,flat,tashee capital gateway,sector 111,0.96,6500.0,2,2,1,4.0,Moderately Old,1338.0,1,0,0,0,0,0,53,"28.5238° N, 77.0320° E",28.5238,77.032
1767,flat,bestech park view residency,sector 2,1.36,7645.0,3,3,3+,5.0,Moderately Old,1611.0,0,0,0,0,0,0,84,"28.5095° N, 77.0320° E",28.5095,77.032
1768,flat,experion windchants,sector 112,2.5,13889.0,2,2,3,10.0,Moderately Old,1939.03,1,0,0,1,0,1,174,"28.5189° N, 77.0183° E",28.5189,77.0183
1769,flat,ss the leaf,sector 85,1.2,7317.0,2,2,3,6.0,Moderately Old,1300.0,0,0,0,0,0,1,174,"28.4042° N, 76.9513° E",28.4042,76.9513
1770,flat,pareena coban residences,sector 99a,1.45,7261.0,3,5,3,11.0,Moderately Old,1807.0,0,1,0,0,1,1,49,"28.4561° N, 76.9542° E",28.4561,76.9542
1771,flat,sare homes,sector 92,0.56,4730.0,3,1,3,1.0,Moderately Old,1316.0,0,0,0,0,0,1,75,"28.4079° N, 76.9153° E",28.4079,76.9153
1772,house,malibu towne,sector 47,1.15,4646.0,3,3,3,2.0,Old Property,275.0,0,0,0,0,0,1,33,"28.4276° N, 77.0492° E",28.4276,77.0492
1773,flat,supertech araville,sector 79,0.78,6023.0,2,2,3+,17.0,Moderately Old,1172.0,0,0,0,0,0,0,24,"28.3624° N, 76.9787° E",28.3624,76.9787
1774,flat,piedmont taksila heights,sector 37c,0.9,5856.0,3,3,3,9.0,Moderately Old,1537.0,0,0,0,0,0,1,94,"28.4515° N, 76.9882° E",28.4515,76.9882
1775,flat,ss the leaf,sector 85,1.15,11967.0,2,2,3,20.0,Moderately Old,1263.0,0,0,0,1,0,0,107,"28.4042° N, 76.9513° E",28.4042,76.9513
1776,flat,ireo skyon,sector 60,3.6,12816.0,4,5,3,24.0,Moderately Old,2604.0,0,1,0,0,0,1,49,"28.4003° N, 77.0975° E",28.4003,77.0975
1777,house,independent,sector 4,0.61,11111.0,2,2,2,2.0,Old Property,61.0,0,0,0,0,1,0,14,"28.4738° N, 77.0107° E",28.4738,77.0107
1778,flat,dlf new town heights,sector 90,1.51,6387.0,4,4,3+,6.0,Moderately Old,2362.0,0,1,0,1,0,1,142,"28.4085° N, 76.9369° E",28.4085,76.9369
1779,flat,tata primanti,sector 72,3.21,16050.0,3,4,3+,15.0,Moderately Old,2140.0,0,1,0,0,0,1,174,"28.4225° N, 77.0211° E",28.4225,77.0211
1780,flat,chd avenue,sector 71,1.35,5745.0,4,4,3,8.0,Moderately Old,2127.0,0,1,0,0,0,0,26,"28.4104° N, 77.0281° E",28.4104,77.0281
1781,flat,imperia the esfera,sector 37c,0.99,5500.0,3,3,1,10.0,New Property,1643.0,0,1,0,0,0,0,49,"28.4515° N, 76.9882° E",28.4515,76.9882
1782,house,independent,sector 11,2.5,17857.0,5,4,3,1.0,Old Property,1850.0,0,0,1,0,0,0,0,"28.4531° N, 77.0202° E",28.4531,77.0202
1783,flat,adani aangan galleria,sector 89,0.25,5000.0,1,1,1,6.0,New Property,430.0,0,0,0,0,0,0,74,"28.4253° N, 76.9439° E",28.4253,76.9439
1784,flat,sare homes,sector 92,0.82,5384.0,3,3,3+,12.0,Moderately Old,1221.18,0,0,0,0,0,0,114,"28.4079° N, 76.9153° E",28.4079,76.9153
1785,flat,apartment,sector 92,0.75,4688.0,3,4,3,2.0,Moderately Old,1778.0,1,0,0,0,0,0,113,"28.4079° N, 76.9153° E",28.4079,76.9153
1786,flat,godrej summit,sector 104,1.2,8299.0,3,2,3+,16.0,Moderately Old,1607.0,1,0,0,1,0,1,142,"28.4788° N, 76.9960° E",28.4788,76.996
1787,flat,ats triumph,sector 104,2.55,13077.0,4,4,3+,21.0,Moderately Old,2509.0,0,1,0,0,0,0,150,"28.4788° N, 76.9960° E",28.4788,76.996
1788,flat,tulip violet,sector 69,1.36,8619.0,3,3,1,12.0,Moderately Old,1291.0,0,0,0,1,0,0,95,"28.3966° N, 77.0341° E",28.3966,77.0341
1789,flat,orchid island,sector 51,1.7,10652.0,3,4,3,2.0,Moderately Old,1773.0,0,0,1,1,0,0,90,"28.4320° N, 77.0686° E",28.432,77.0686
1790,house,independent,sector 24,10.0,25543.0,8,10,3+,1.0,Old Property,483.0,0,0,0,0,0,0,0,"28.4939° N, 77.1038° E",28.4939,77.1038
1791,flat,bptp freedom park life,sector 57,2.5,11111.0,3,3,3,9.0,Old Property,2036.0,0,0,0,0,0,0,55,"28.4232° N, 77.0752° E",28.4232,77.0752
1792,flat,godrej nature plus,sector 33,1.2,12000.0,2,2,3+,3.0,Moderately Old,1111.0,0,0,0,0,0,0,105,"28.4420° N, 77.0207° E",28.442,77.0207
1793,house,aindependentt raj estates,sector 63a,8.5,27139.0,6,6,3+,3.0,Under Construction,3132.0,0,0,1,1,0,0,29,"28.3923° N, 77.0888° E",28.3923,77.0888
1794,house,independent,sector 4,3.2,14222.0,3,3,2,2.0,Old Property,2250.0,0,0,0,0,0,0,13,"28.4738° N, 77.0107° E",28.4738,77.0107
1795,house,dlf city plots phase 2,sector 25,15.5,34307.0,5,6,3+,3.0,Old Property,4518.0,1,1,1,1,0,0,144,"28.4844° N, 77.0860° E",28.4844,77.086
1796,flat,dlf regency park,sector 28,2.35,13225.0,3,3,2,18.0,Old Property,1608.0,0,1,0,0,0,0,120,"28.4728° N, 77.0865° E",28.4728,77.0865
1797,house,independent,sector 28,11.25,34722.0,9,9,3+,2.0,Old Property,3240.0,0,1,1,1,0,1,126,"28.4728° N, 77.0865° E",28.4728,77.0865
1798,flat,godrej air,sector 85,1.05,10606.0,2,2,1,15.0,Moderately Old,97.0,0,0,0,0,0,0,45,"28.4042° N, 76.9513° E",28.4042,76.9513
1799,flat,supertech araville,sector 79,1.45,7455.0,3,3,3,3.0,Moderately Old,2161.0,0,0,0,0,0,0,0,"28.3624° N, 76.9787° E",28.3624,76.9787
1800,flat,parkwood westend,sector 92,0.7,5204.0,2,2,3,5.0,Under Construction,1217.0,1,0,0,0,0,0,0,"28.4079° N, 76.9153° E",28.4079,76.9153
1801,flat,the close north,sector 50,2.7,10365.0,3,3,3+,6.0,Moderately Old,2400.0,0,1,0,0,0,0,174,"28.4178° N, 77.0628° E",28.4178,77.0628
1802,flat,sidhartha ncr one,sector 95,0.56,4106.0,2,2,2,10.0,New Property,1364.0,0,0,0,0,0,0,0,"28.4172° N, 76.9081° E",28.4172,76.9081
1803,house,emaar mgf marbella,sector 66,8.7,38667.0,4,5,2,3.0,New Property,267.0,1,1,0,0,0,0,144,"28.3925° N, 77.0541° E",28.3925,77.0541
1804,house,international city by sobha phase 2,sector 109,7.0,12963.0,5,6,2,2.0,Moderately Old,5400.0,0,1,0,0,0,0,154,"28.5073° N, 77.0089° E",28.5073,77.0089
1805,flat,orchid petals,sector 49,2.51,12179.0,3,3,3+,7.0,Old Property,1865.0,1,0,0,0,0,1,72,"28.4121° N, 77.0480° E",28.4121,77.048
1806,flat,the pearl apartmen,sector 15,0.43,5584.0,2,2,1,2.0,Moderately Old,856.0,0,0,0,0,0,1,28,"28.4621° N, 77.0464° E",28.4621,77.0464
1807,flat,m3m woodshire,sector 107,1.49,6311.0,3,4,3+,5.0,Moderately Old,2137.0,0,1,1,0,0,1,174,"28.5052° N, 76.9729° E",28.5052,76.9729
1808,house,vipul tatvam villa,sector 48,7.8,23145.0,4,4,3+,2.0,Moderately Old,3240.0,1,1,1,1,0,1,145,"28.4177° N, 77.0359° E",28.4177,77.0359
1809,flat,m3m golfestate,sector 65,6.15,15999.0,3,5,3+,1.0,Moderately Old,4271.0,0,1,0,0,0,2,49,"28.4030° N, 77.0690° E",28.403,77.069
1810,flat,apex builders,sector 37c,0.42,5600.0,2,2,2,4.0,Moderately Old,833.0,0,0,0,0,0,0,42,"28.4515° N, 76.9882° E",28.4515,76.9882
1811,flat,la vida by tata housing,sector 113,2.33,12534.0,3,3,3,3.0,New Property,2098.0,0,1,0,0,0,0,174,"28.5287° N, 77.0233° E",28.5287,77.0233
1812,house,dlf city plots phase 3,sector 24,1.6,3292.0,8,5,3+,4.0,Old Property,540.0,0,0,0,0,0,0,8,"28.4939° N, 77.1038° E",28.4939,77.1038
1813,flat,orchid island,sector 51,0.71,7889.0,2,2,1,4.0,Moderately Old,1007.0,0,0,0,0,0,0,23,"28.4320° N, 77.0686° E",28.432,77.0686
1814,flat,landmark the residency,sector 103,0.9,6667.0,2,2,2,1.0,Moderately Old,1222.0,0,0,0,0,0,0,44,"28.4949° N, 76.9845° E",28.4949,76.9845
1815,house,dlf new town heights,sector 86,2.5,7827.0,4,5,3+,4.0,Moderately Old,3194.0,0,1,0,1,1,1,49,"28.3986° N, 76.9384° E",28.3986,76.9384
1816,flat,ramprastha skyz,sector 37d,1.2,6000.0,3,2,1,9.0,Under Construction,1900.0,0,1,0,0,1,0,53,"28.4478° N, 76.9703° E",28.4478,76.9703
1817,flat,dlf regal gardens,sector 90,1.25,8117.0,3,3,3,8.0,Moderately Old,1640.0,0,0,0,1,0,0,158,"28.4085° N, 76.9369° E",28.4085,76.9369
1818,flat,ss the leaf,sector 85,1.99,8660.0,3,4,3+,17.0,Moderately Old,2398.0,0,1,0,0,0,1,174,"28.4042° N, 76.9513° E",28.4042,76.9513
1819,flat,chd avenue,sector 71,1.15,6527.0,3,3,2,15.0,Moderately Old,1541.0,0,1,0,0,0,1,66,"28.4104° N, 77.0281° E",28.4104,77.0281
1820,house,independent,sector 43,8.5,31481.0,5,5,3,3.0,Old Property,2700.0,0,1,0,0,0,1,113,"28.4629° N, 77.0772° E",28.4629,77.0772
1821,flat,tata primanti,sector 72,4.0,16032.0,4,5,3+,22.0,Moderately Old,2701.0,0,1,0,0,0,1,174,"28.4225° N, 77.0211° E",28.4225,77.0211
1822,flat,dlf regal gardens,sector 90,1.76,7946.0,4,4,3+,8.0,Moderately Old,2020.0,0,0,0,0,0,1,135,"28.4085° N, 76.9369° E",28.4085,76.9369
1823,house,sushant lok 1 builder floors,sector 43,13.0,48148.0,3,3,3+,4.0,New Property,2700.0,0,0,0,1,0,1,7,"28.4629° N, 77.0772° E",28.4629,77.0772
1824,flat,experion the heartsong,sector 108,2.0,8554.0,3,3,3+,14.0,Moderately Old,2116.0,0,1,0,0,0,0,95,"28.5134° N, 76.9830° E",28.5134,76.983
1825,flat,saan verdante,sector 95,2.0,10178.0,3,4,3+,5.0,New Property,1964.0,0,1,0,0,0,0,49,"28.4172° N, 76.9081° E",28.4172,76.9081
1826,flat,ild grand,sector 37c,0.66,5038.0,2,2,3+,14.0,Moderately Old,1310.0,0,0,0,0,0,0,60,"28.4515° N, 76.9882° E",28.4515,76.9882
1827,flat,smart world orchard,sector 61,2.6,14723.0,3,3,2,2.0,New Property,1475.0,0,0,0,0,0,0,47,"28.4050° N, 77.0963° E",28.405,77.0963
1828,flat,ireo the corridors,sector 67a,1.7,9844.0,3,3,2,10.0,New Property,1346.0,0,1,0,0,1,1,44,"28.3960° N, 77.0372° E",28.396,77.0372
1829,flat,ireo the corridors,sector 67a,1.62,9380.0,3,3,2,4.0,New Property,1346.0,0,0,1,0,0,1,142,"28.3960° N, 77.0372° E",28.396,77.0372
1830,flat,bestech park view sanskruti,sector 92,2.0,8333.0,4,5,3+,12.0,Moderately Old,2453.0,0,1,0,0,0,1,60,"28.4079° N, 76.9153° E",28.4079,76.9153
1831,flat,suncity vatsal valley,gwal pahari,1.53,10699.0,3,3,3,2.0,New Property,1589.0,0,0,0,0,0,1,117,"28.4484° N, 77.0210° E",28.4484,77.021
1832,house,independent,sector 9,0.6,10753.0,2,2,1,1.0,Old Property,558.0,0,0,0,0,0,0,8,"28.4603° N, 77.0000° E",28.4603,77.0
1833,flat,la vida by tata housing,sector 113,3.0,14286.0,3,3,3+,3.0,Moderately Old,2460.0,0,1,0,0,0,0,167,"28.5287° N, 77.0233° E",28.5287,77.0233
1834,flat,dlf regal gardens,sector 90,1.65,7449.0,4,4,3+,15.0,Moderately Old,2214.0,0,0,0,0,0,0,158,"28.4085° N, 76.9369° E",28.4085,76.9369
1835,flat,sidhartha ncr one phase,sector 95,0.43,3152.0,2,2,2,6.0,Moderately Old,1300.0,0,0,0,0,0,0,120,"28.4172° N, 76.9081° E",28.4172,76.9081
1836,flat,sare crescent parc,sector 92,0.9,4278.0,4,5,3+,14.0,Moderately Old,1692.0,0,1,0,0,1,0,62,"28.4079° N, 76.9153° E",28.4079,76.9153
1837,flat,godrej nature plus,sector 33,1.27,9183.0,2,2,3+,9.0,Moderately Old,1252.0,0,0,0,0,0,0,38,"28.4420° N, 77.0207° E",28.442,77.0207
1838,flat,kibithu villas,sector 48,3.45,12778.0,4,4,3+,2.0,Moderately Old,3000.0,0,0,0,0,0,0,0,"28.4177° N, 77.0359° E",28.4177,77.0359
1839,flat,m3m capital,sector 113,2.0,12012.0,3,3,2,24.0,Under Construction,1507.0,0,0,0,0,0,0,47,"28.5287° N, 77.0233° E",28.5287,77.0233
1840,house,shree krishna homes,sector 104,0.48,5556.0,2,2,1,1.0,New Property,795.0,1,0,0,1,1,0,44,"28.4788° N, 76.9960° E",28.4788,76.996
1841,flat,paras dews,sector 106,0.88,6354.0,2,2,3+,1.0,Moderately Old,940.0,0,0,0,0,0,0,49,"28.5007° N, 77.0003° E",28.5007,77.0003
1842,flat,alpha corp gurgaonone,sector 84,2.28,8769.0,4,4,3+,8.0,Moderately Old,2998.0,0,1,0,0,0,0,61,"28.3979° N, 76.9736° E",28.3979,76.9736
1843,flat,m3m heights,sector 65,2.01,13499.0,2,2,3,8.0,New Property,1482.0,1,0,0,0,0,0,44,"28.4030° N, 77.0690° E",28.403,77.069
1844,flat,ats triumph,sector 104,2.78,8825.0,4,4,3+,11.0,Moderately Old,2851.0,0,1,0,0,0,0,110,"28.4788° N, 76.9960° E",28.4788,76.996
1845,flat,experion the heartsong,sector 108,0.98,13351.0,2,3,3,4.0,Moderately Old,978.23,1,0,0,0,0,0,135,"28.5134° N, 76.9830° E",28.5134,76.983
1846,flat,paras dews,sector 106,0.97,8818.0,2,2,3,6.0,New Property,1200.0,0,0,0,1,0,1,174,"28.5007° N, 77.0003° E",28.5007,77.0003
1847,flat,bptp terra,sector 37d,1.75,7987.0,4,4,3,7.0,Moderately Old,2100.0,0,0,0,0,1,1,120,"28.4478° N, 76.9703° E",28.4478,76.9703
1848,flat,sobha city,sector 108,2.95,14728.0,3,4,2,12.0,Moderately Old,1600.0,0,0,0,0,0,0,49,"28.5134° N, 76.9830° E",28.5134,76.983
1849,flat,sare green parc 2,sector 92,0.61,4837.0,3,2,2,6.0,Under Construction,1141.0,0,0,0,0,1,0,0,"28.4079° N, 76.9153° E",28.4079,76.9153
1850,flat,supertech araville,sector 79,1.35,6941.0,3,3,3,4.0,Moderately Old,2161.0,0,0,0,0,0,0,0,"28.3624° N, 76.9787° E",28.3624,76.9787
1851,house,unitech aspen greens,sector 50,7.0,32407.0,4,4,2,2.0,Old Property,2160.0,0,1,0,0,0,0,29,"28.4178° N, 77.0628° E",28.4178,77.0628
1852,flat,vatika the seven lamps,sector 82,1.28,6819.0,3,3,3,3.0,Moderately Old,1800.0,1,0,0,0,0,1,165,"28.3935° N, 76.9600° E",28.3935,76.96
1853,flat,vatika gurgaon,sector 83,1.25,6313.0,3,3,2,12.0,Moderately Old,1700.0,0,1,0,0,0,0,95,"28.3986° N, 76.9647° E",28.3986,76.9647
1854,flat,shree vardhman victoria,sector 70,1.75,8974.0,3,5,0,0.0,Moderately Old,1950.0,0,0,0,0,0,0,47,"28.3968° N, 77.0233° E",28.3968,77.0233
1855,flat,parsvnath exotica,sector 53,5.0,17271.0,3,4,3+,8.0,Moderately Old,2500.0,0,1,0,1,1,1,49,"28.4433° N, 77.0948° E",28.4433,77.0948
1856,flat,signature global solera,sector 107,0.37,6752.0,2,2,1,10.0,Moderately Old,496.0,0,0,0,0,0,0,73,"28.5052° N, 76.9729° E",28.5052,76.9729
1857,flat,orris aster court,sector 85,0.67,5826.0,2,2,2,5.0,Moderately Old,1250.0,0,0,0,0,1,1,174,"28.4042° N, 76.9513° E",28.4042,76.9513
1858,flat,shapoorji pallonji joyville gurugram,sector 102,1.05,11475.0,2,2,2,0.0,Moderately Old,1017.0,0,0,0,0,0,0,49,"28.4750° N, 76.9715° E",28.475,76.9715
1859,flat,smart world orchard,sector 61,1.55,13478.0,2,2,1,3.0,Under Construction,1041.0,1,0,0,0,0,0,43,"28.4050° N, 77.0963° E",28.405,77.0963
1860,flat,hsiidc sidco aravali,manesar,0.86,3323.0,3,3,3+,3.0,Moderately Old,1900.0,0,1,0,0,0,0,81,"28.3515° N, 76.9428° E",28.3515,76.9428
1861,house,international city by sobha phase 1,sector 109,5.85,26423.0,4,5,3+,2.0,Moderately Old,2214.0,0,1,0,0,0,1,85,"28.5073° N, 77.0089° E",28.5073,77.0089
1862,house,independent,sector 26,18.9,41833.0,6,8,2,3.0,Moderately Old,4518.0,1,1,1,1,0,1,120,"28.4757° N, 77.1032° E",28.4757,77.1032
1863,house,huda housing board colony,sector 31,4.6,31507.0,2,4,3+,3.0,Old Property,1460.0,0,0,0,0,1,0,8,"28.4528° N, 77.0498° E",28.4528,77.0498
1864,house,vatika independent floors,sector 82,1.4,8235.0,3,3,2,3.0,New Property,1700.0,0,0,0,1,0,0,61,"28.3935° N, 76.9600° E",28.3935,76.96
1865,flat,central park resorts,sector 48,5.15,20901.0,3,3,3+,8.0,Moderately Old,2364.0,0,1,0,0,0,2,53,"28.4177° N, 77.0359° E",28.4177,77.0359
1866,flat,shapoorji pallonji joyville gurugram,sector 102,1.42,10380.0,2,2,3,14.0,Moderately Old,1368.0,0,0,0,0,0,0,0,"28.4750° N, 76.9715° E",28.475,76.9715
1867,flat,shree vardhman victoria,sector 70,1.75,8204.0,3,5,3,7.0,New Property,1527.0,0,1,0,1,0,0,37,"28.3968° N, 77.0233° E",28.3968,77.0233
1868,flat,ss the leaf,sector 85,1.04,5974.0,2,3,3+,4.0,Moderately Old,1576.0,0,0,1,0,0,0,113,"28.4042° N, 76.9513° E",28.4042,76.9513
1869,house,unitech uniworld resorts,sector 33,8.0,11429.0,4,4,3+,2.0,Old Property,7000.0,1,1,1,1,0,0,77,"28.4420° N, 77.0207° E",28.442,77.0207
1870,flat,signature global city 92,sector 92,0.78,11143.0,2,2,3,2.0,Moderately Old,846.0,0,0,0,0,1,0,24,"28.4079° N, 76.9153° E",28.4079,76.9153
1871,flat,birla navya,sector 63a,2.2,17488.0,2,3,3+,4.0,Moderately Old,997.0,0,0,0,0,0,0,60,"28.3923° N, 77.0888° E",28.3923,77.0888
1872,flat,sbtl caladium,sector 109,1.26,6542.0,3,2,3,8.0,Moderately Old,1701.0,0,0,0,0,0,0,103,"28.5073° N, 77.0089° E",28.5073,77.0089
1873,flat,ardee city,sector 52,1.55,7381.0,4,4,3,1.0,Moderately Old,2100.0,0,0,0,0,0,0,0,"28.4379° N, 77.0785° E",28.4379,77.0785
1874,house,independent,sector 7,0.53,5889.0,2,2,0,1.0,Old Property,900.0,0,0,0,0,0,0,0,"28.4644° N, 77.0143° E",28.4644,77.0143
1875,flat,experion windchants,sector 112,4.75,12623.0,3,5,3+,4.0,Moderately Old,3405.0,0,1,0,0,0,1,42,"28.5189° N, 77.0183° E",28.5189,77.0183
1876,flat,dlf the ultima,sector 81,2.45,11492.0,3,3,2,9.0,Moderately Old,1800.0,0,1,0,0,0,1,174,"28.3867° N, 76.9485° E",28.3867,76.9485
1877,flat,experion windchants,sector 112,5.6,11551.0,4,6,3+,8.0,Moderately Old,3655.35,0,1,0,0,0,1,168,"28.5189° N, 77.0183° E",28.5189,77.0183
1878,house,independent,sector 46,3.6,24845.0,5,5,3+,3.0,Old Property,1449.0,0,1,0,0,0,1,75,"28.4374° N, 77.0586° E",28.4374,77.0586
1879,flat,tulip violet,sector 69,1.31,8518.0,3,3,2,12.0,Moderately Old,1392.0,0,0,0,1,0,1,174,"28.3966° N, 77.0341° E",28.3966,77.0341
1880,house,independent,sector 23,2.7,18621.0,5,5,2,3.0,Old Property,1450.0,0,0,0,0,0,1,17,"28.5121° N, 77.0478° E",28.5121,77.0478
1881,house,independent,sector 25,11.0,35530.0,5,5,3+,2.0,Moderately Old,3096.0,1,1,1,1,0,0,29,"28.4844° N, 77.0860° E",28.4844,77.086
1882,flat,emaar palm gardens,sector 83,1.76,9263.0,3,3,3,5.0,Moderately Old,1600.0,0,1,0,0,0,1,174,"28.3986° N, 76.9647° E",28.3986,76.9647
