,property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
0,flat,shapoorji pallonji joyville gurugram,sector 102,1.75,9449.0,3,3,3,10.0,Moderately Old,1465.0,1,1,0,1,1,0,49,"28.4750° N, 76.9715° E",28.475,76.9715
1,flat,godrej aria,sector 79,1.7,7427.0,3,4,3+,6.0,New Property,1659.0,0,1,0,0,0,0,81,"28.3624° N, 76.9787° E",28.3624,76.9787
2,flat,alpha corp gurgaonone,sector 84,1.15,7497.0,2,2,3,8.0,Moderately Old,1361.0,1,0,0,0,0,1,37,"28.3979° N, 76.9736° E",28.3979,76.9736
3,flat,orris carnation residency,sector 85,0.55,5789.0,2,2,2,5.0,Moderately Old,1050.0,0,0,0,0,1,0,174,"28.4042° N, 76.9513° E",28.4042,76.9513
4,flat,umang winter hills,sector 77,0.86,6408.0,2,2,2,16.0,New Property,1214.0,0,0,0,0,0,1,79,"28.3801° N, 76.9845° E",28.3801,76.9845
5,flat,ats triumph,sector 104,2.0,8734.0,3,4,3+,4.0,Moderately Old,2072.0,0,1,0,0,0,0,60,"28.4788° N, 76.9960° E",28.4788,76.996
6,flat,shree vardhman flora,sector 90,0.9,4615.0,3,4,3,4.0,Moderately Old,1765.0,0,1,0,0,0,0,165,"28.4085° N, 76.9369° E",28.4085,76.9369
7,flat,indiabulls enigma,sector 110,3.25,9559.0,4,4,3,11.0,Moderately Old,3077.0,0,1,0,0,1,0,125,"28.5145° N, 77.0197° E",28.5145,77.0197
8,flat,rof ananda,sector 95,0.37,5745.0,3,2,1,6.0,Moderately Old,716.0,0,0,0,1,0,1,72,"28.4172° N, 76.9081° E",28.4172,76.9081
9,flat,bestech park view sanskruti,sector 92,1.6,8020.0,3,4,3+,10.0,Moderately Old,1615.0,0,1,0,0,1,1,174,"28.4079° N, 76.9153° E",28.4079,76.9153
10,flat,sidhartha ncr greens,sector 95,0.6,5576.0,2,2,2,14.0,Moderately Old,974.0,1,0,0,0,0,0,31,"28.4172° N, 76.9081° E",28.4172,76.9081
11,flat,dlf the primus,sector 82a,2.55,11219.0,4,4,3+,14.0,Moderately Old,1773.0,0,0,0,0,0,2,44,"28.3858° N, 76.9686° E",28.3858,76.9686
12,flat,tulip petals,sector 89,1.55,10000.0,3,2,3,6.0,Moderately Old,1403.0,0,0,1,0,0,1,111,"28.4253° N, 76.9439° E",28.4253,76.9439
13,flat,bptp terra,sector 37d,1.65,7531.0,4,3,3+,6.0,Moderately Old,2091.0,0,0,0,0,0,1,149,"28.4478° N, 76.9703° E",28.4478,76.9703
14,house,independent,sector 7,2.25,15625.0,3,3,2,2.0,Old Property,1440.0,0,0,0,0,0,1,27,"28.4644° N, 77.0143° E",28.4644,77.0143
15,flat,orris carnation residency,sector 85,0.8,4857.0,3,4,3,4.0,Moderately Old,1390.0,0,1,0,0,0,1,40,"28.4042° N, 76.9513° E",28.4042,76.9513
16,house,ansals palam vihar,sector 2,2.75,17662.0,3,3,3,2.0,Old Property,1557.0,1,0,0,1,0,1,15,"28.5095° N, 77.0320° E",28.5095,77.032
17,house,vipul tatvam villa,sector 48,7.69,24069.0,4,5,3,2.0,Old Property,3195.0,1,1,1,1,0,1,110,"28.4177° N, 77.0359° E",28.4177,77.0359
18,flat,godrej nature plus,sector 33,1.3,8349.0,3,2,3+,18.0,New Property,1409.0,0,0,0,0,0,0,38,"28.4420° N, 77.0207° E",28.442,77.0207
19,flat,corona gracieux,sector 76,0.75,5660.0,2,2,3,13.0,Moderately Old,1199.0,0,0,0,0,0,1,0,"28.3935° N, 76.9888° E",28.3935,76.9888
20,flat,smart world gems,sector 89,1.13,8503.0,3,3,2,4.0,Moderately Old,1473.0,1,0,0,0,0,0,115,"28.4253° N, 76.9439° E",28.4253,76.9439
21,flat,birla navya,sector 63a,3.3,15349.0,3,3,3,4.0,Moderately Old,1640.0,0,1,0,0,0,0,52,"28.3923° N, 77.0888° E",28.3923,77.0888
22,flat,emaar gurgaon greens,sector 102,1.42,8606.0,3,3,3,7.0,Moderately Old,1315.0,0,1,0,0,0,0,128,"28.4750° N, 76.9715° E",28.475,76.9715
23,house,international city by sobha phase 2,sector 109,7.0,11240.0,5,5,3+,2.0,Moderately Old,6228.0,0,1,0,0,0,0,129,"28.5073° N, 77.0089° E",28.5073,77.0089
24,house,independent,sector 1,4.75,10556.0,6,7,0,4.0,Old Property,4500.0,0,0,0,0,0,0,0,"28.3663° N, 76.9456° E",28.3663,76.9456
25,flat,signature global solera,sector 107,0.29,5930.0,2,2,2,3.0,Moderately Old,543.0,0,0,0,0,0,0,45,"28.5052° N, 76.9729° E",28.5052,76.9729
26,flat,ireo the corridors,sector 67a,1.8,9370.0,3,3,2,3.0,New Property,1551.0,1,0,1,0,0,1,150,"28.3960° N, 77.0372° E",28.396,77.0372
27,flat,dlf the primus,sector 82a,1.85,10176.0,3,3,3,15.0,Moderately Old,1677.0,0,0,0,0,1,0,38,"28.3858° N, 76.9686° E",28.3858,76.9686
28,flat,tarc maceo,sector 91,0.89,6339.0,2,2,3+,9.0,Moderately Old,1302.0,0,0,0,0,1,1,13,"28.4014° N, 76.9225° E",28.4014,76.9225
29,flat,emaar mgf palm hills,sector 77,1.9,9500.0,3,4,3+,6.0,New Property,1582.0,0,1,0,0,0,1,42,"28.3801° N, 76.9845° E",28.3801,76.9845
30,flat,godrej frontier,sector 80,1.4,6189.0,3,4,2,6.0,Moderately Old,1922.0,0,1,0,1,0,0,111,"28.3659° N, 76.9557° E",28.3659,76.9557
31,flat,experion the heartsong,sector 108,0.97,9238.0,2,2,3,10.0,Moderately Old,1167.0,0,1,0,0,0,0,165,"28.5134° N, 76.9830° E",28.5134,76.983
32,flat,hsiidc sidco shivalik apartments,manesar,0.6,4000.0,3,2,2,5.0,Moderately Old,1277.0,0,0,0,0,0,0,80,"28.3515° N, 76.9428° E",28.3515,76.9428
33,house,birla navya,sector 63a,3.85,15437.0,3,3,3+,4.0,New Property,2771.0,0,1,0,0,0,1,160,"28.3923° N, 77.0888° E",28.3923,77.0888
34,flat,satya element one,sector 49,0.87,19333.0,1,1,1,2.0,Moderately Old,500.0,0,0,0,0,0,0,22,"28.4121° N, 77.0480° E",28.4121,77.048
35,flat,dlf the skycourt,sector 86,1.54,9222.0,3,3,3+,15.0,Moderately Old,1780.0,0,1,0,0,0,0,174,"28.3986° N, 76.9384° E",28.3986,76.9384
36,flat,m3m capital,sector 113,3.25,14143.0,4,4,3+,34.0,Moderately Old,2553.0,1,1,0,1,0,0,115,"28.5287° N, 77.0233° E",28.5287,77.0233
37,flat,bptp terra,sector 37d,1.8,8215.0,4,3,3,18.0,Moderately Old,2025.0,1,1,0,1,0,0,49,"28.4478° N, 76.9703° E",28.4478,76.9703
38,house,independent,sector 47,5.25,11667.0,9,9,3+,4.0,Moderately Old,4650.0,0,1,0,0,0,1,142,"28.4276° N, 77.0492° E",28.4276,77.0492
39,flat,smart world orchard,sector 61,1.6,13913.0,2,2,2,4.0,Under Construction,1278.0,0,0,0,0,0,0,16,"28.4050° N, 77.0963° E",28.405,77.0963
40,flat,imperia the esfera,sector 37c,0.99,5455.0,3,4,3,9.0,Moderately Old,1660.0,0,1,0,0,0,0,49,"28.4515° N, 76.9882° E",28.4515,76.9882
41,flat,paras dews,sector 106,1.2,6818.0,3,4,3+,9.0,Moderately Old,1186.0,0,1,0,0,0,0,174,"28.5007° N, 77.0003° E",28.5007,77.0003
42,flat,emaar palm gardens,sector 83,3.15,8400.0,5,7,3+,15.0,Moderately Old,3200.0,0,1,0,0,0,1,165,"28.3986° N, 76.9647° E",28.3986,76.9647
43,flat,ats tourmaline,sector 109,2.1,8124.0,3,4,3+,11.0,Moderately Old,2100.0,0,1,0,0,0,1,165,"28.5073° N, 77.0089° E",28.5073,77.0089
44,flat,suncity vatsal valley,gwal pahari,1.0,13333.0,2,2,2,3.0,New Property,833.0,0,0,0,0,0,1,13,"28.4484° N, 77.0210° E",28.4484,77.021
45,house,independent,sector 55,4.6,21296.0,3,3,3+,2.0,Old Property,2160.0,0,1,1,1,0,1,37,"28.4281° N, 77.1100° E",28.4281,77.11
46,house,saksham welfare association,sector 22,4.7,19848.0,6,6,3+,2.0,Old Property,170.0,0,0,1,1,0,1,106,"28.5072° N, 77.0640° E",28.5072,77.064
47,house,independent,sector 3,0.68,3875.0,5,3,0,1.0,Old Property,1755.0,0,0,0,0,0,0,0,"28.4909° N, 77.0176° E",28.4909,77.0176
48,flat,satya element one,sector 49,0.94,14009.0,1,2,2,2.0,Moderately Old,746.0,0,0,0,0,0,0,0,"28.4121° N, 77.0480° E",28.4121,77.048
49,house,sobha city,sector 108,10.5,14323.0,5,4,3+,1.0,Moderately Old,7331.0,0,0,0,0,0,0,59,"28.5134° N, 76.9830° E",28.5134,76.983
50,flat,hsiidc sidco aravali,manesar,0.9,3478.0,3,3,3+,8.0,Moderately Old,1900.0,0,1,0,0,0,0,23,"28.3515° N, 76.9428° E",28.3515,76.9428
51,flat,emaar palm gardens,sector 83,1.55,9012.0,3,3,3,4.0,Moderately Old,1400.0,0,1,0,0,0,1,174,"28.3986° N, 76.9647° E",28.3986,76.9647
52,house,international city by sobha phase 2,sector 109,7.0,12963.0,4,4,3+,2.0,Moderately Old,5400.0,0,0,0,0,0,1,102,"28.5073° N, 77.0089° E",28.5073,77.0089
53,house,independent,sector 13,4.5,9091.0,4,5,2,2.0,Old Property,4950.0,0,0,0,0,0,0,0,"28.4757° N, 77.0392° E",28.4757,77.0392
54,flat,ss the leaf,sector 85,1.31,7988.0,2,2,2,5.0,Moderately Old,1822.0,0,1,0,0,0,0,89,"28.4042° N, 76.9513° E",28.4042,76.9513
55,house,eros rosewood city,sector 49,4.05,20769.0,3,3,3,2.0,Old Property,2000.0,0,1,1,0,0,0,46,"28.4121° N, 77.0480° E",28.4121,77.048
56,flat,experion the heartsong,sector 108,0.93,6078.0,2,3,3,10.0,Moderately Old,1161.0,0,0,0,0,0,0,81,"28.5134° N, 76.9830° E",28.5134,76.983
57,flat,vatika independent floors,sector 82,1.16,6988.0,3,3,3+,1.0,Moderately Old,1844.0,0,1,1,1,0,1,151,"28.3935° N, 76.9600° E",28.3935,76.96
58,flat,dlf the grove,sector 54,5.7,41245.0,3,3,3,1.0,Moderately Old,1382.0,0,0,0,0,0,0,46,"28.4348° N, 77.1089° E",28.4348,77.1089
59,flat,signature global city 81,sector 81,0.89,8279.0,2,2,2,3.0,Moderately Old,1194.0,0,0,0,0,1,0,20,"28.3867° N, 76.9485° E",28.3867,76.9485
60,flat,godrej oasis,sector 88a,2.65,16751.0,3,3,3+,10.0,New Property,138.0,0,0,0,0,0,0,110,"28.4347° N, 76.9557° E",28.4347,76.9557
61,flat,emaar mgf the palm drive,sector 66,3.5,16471.0,3,4,3,6.0,Moderately Old,2150.0,0,1,0,0,0,0,68,"28.3925° N, 77.0541° E",28.3925,77.0541
62,flat,emaar imperial gardens,sector 102,1.98,9900.0,3,3,3+,9.0,Moderately Old,2222.0,0,1,0,0,0,1,72,"28.4750° N, 76.9715° E",28.475,76.9715
63,flat,m3m woodshire,sector 107,1.65,5961.0,4,5,3+,12.0,Moderately Old,2505.0,0,1,0,0,0,0,21,"28.5052° N, 76.9729° E",28.5052,76.9729
64,flat,raheja revanta,sector 78,4.75,16886.0,3,3,2,31.0,Moderately Old,2813.0,0,1,0,0,0,0,100,"28.3733° N, 76.9729° E",28.3733,76.9729
65,flat,sbtl caladium,sector 109,1.9,6219.0,4,4,3,8.0,Moderately Old,2765.0,0,1,0,0,0,0,151,"28.5073° N, 77.0089° E",28.5073,77.0089
66,flat,parsvnath green ville,sector 48,1.6,8377.0,3,3,3+,8.0,Old Property,1895.0,0,0,0,0,1,1,49,"28.4177° N, 77.0359° E",28.4177,77.0359
67,flat,m3m skywalk,sector 74,2.2,10902.0,3,3,3,12.0,New Property,1826.0,1,0,0,0,0,1,15,"28.4158° N, 77.0118° E",28.4158,77.0118
68,house,unitech nirvana birch court,sector 50,6.8,31481.0,4,4,3+,2.0,Old Property,2160.0,1,1,0,1,0,0,105,"28.4178° N, 77.0628° E",28.4178,77.0628
69,flat,shree kirpalu gi sector 52,sector 52,1.45,7632.0,3,3,3+,7.0,Moderately Old,1800.0,0,0,0,0,1,1,108,"28.4379° N, 77.0785° E",28.4379,77.0785
70,flat,signature global city,sector 37d,1.1,9839.0,2,2,2,4.0,Moderately Old,1242.0,0,0,0,0,0,0,59,"28.4478° N, 76.9703° E",28.4478,76.9703
71,house,ansal sushant lok plots,sector 43,5.8,29974.0,6,6,3,2.0,Moderately Old,1935.0,0,1,0,0,1,1,49,"28.4629° N, 77.0772° E",28.4629,77.0772
72,flat,ild greens,sector 37c,1.0,4320.0,3,3,3+,5.0,Under Construction,1697.0,0,0,0,0,0,0,51,"28.4515° N, 76.9882° E",28.4515,76.9882
73,flat,orchid petals,sector 49,1.9,10526.0,3,3,3,2.0,Old Property,1600.0,0,0,0,0,1,1,49,"28.4121° N, 77.0480° E",28.4121,77.048
74,flat,ss almeria,sector 84,1.5,7500.0,3,3,3,2.0,New Property,1849.0,0,1,0,0,0,0,108,"28.3979° N, 76.9736° E",28.3979,76.9736
75,house,independent,sector 4,1.9,8444.0,4,3,2,2.0,Old Property,211.0,0,0,1,1,0,1,46,"28.4738° N, 77.0107° E",28.4738,77.0107
76,house,independent,sector 4,3.25,14444.0,3,3,2,2.0,Old Property,2250.0,0,0,0,0,0,0,27,"28.4738° N, 77.0107° E",28.4738,77.0107
77,house,independent,sector 28,0.7,8102.0,2,2,0,2.0,Old Property,864.0,0,0,0,0,0,0,7,"28.4728° N, 77.0865° E",28.4728,77.0865
78,flat,unitech fresco,sector 50,1.88,10479.0,3,3,3+,14.0,Moderately Old,1790.0,0,0,0,0,1,1,174,"28.4178° N, 77.0628° E",28.4178,77.0628
79,flat,pioneer araya,sector 62,9.14,19488.0,4,6,3,16.0,Moderately Old,3932.0,1,1,1,0,0,1,146,"28.4139° N, 77.0886° E",28.4139,77.0886
80,flat,vatika city,sector 49,1.69,8622.0,3,3,3,3.0,Moderately Old,2178.0,0,0,0,1,0,0,136,"28.4121° N, 77.0480° E",28.4121,77.048
81,flat,deepak minda,manesar,1.2,4528.0,3,3,3+,6.0,Moderately Old,2944.0,0,1,0,0,0,0,7,"28.3515° N, 76.9428° E",28.3515,76.9428
82,house,vipul tatvam villa,sector 48,8.5,21250.0,4,5,3+,2.0,Old Property,4000.0,1,1,0,1,1,1,49,"28.4177° N, 77.0359° E",28.4177,77.0359
83,flat,vatika the seven lamps,sector 82,0.94,6532.0,2,2,3+,9.0,Moderately Old,1299.0,1,0,0,0,0,1,117,"28.3935° N, 76.9600° E",28.3935,76.96
84,flat,pyramid urban,sector 67a,0.53,8968.0,2,2,1,6.0,Moderately Old,657.0,0,0,0,0,1,1,49,"28.3960° N, 77.0372° E",28.396,77.0372
85,flat,emaar palm gardens,sector 83,1.8,9474.0,3,3,3,6.0,Moderately Old,1549.0,0,1,0,0,0,1,97,"28.3986° N, 76.9647° E",28.3986,76.9647
86,flat,bestech park view residency,sector 2,0.95,6709.0,2,2,3,10.0,Old Property,1573.0,0,0,0,0,0,1,88,"28.5095° N, 77.0320° E",28.5095,77.032
87,house,independent,sector 43,9.85,29642.0,5,5,2,3.0,Old Property,418.0,1,1,0,1,0,0,21,"28.4629° N, 77.0772° E",28.4629,77.0772
88,house,emaar mgf marbella,sector 66,9.01,16066.0,4,4,3+,3.0,Moderately Old,5574.7,0,1,1,0,0,0,122,"28.3925° N, 77.0541° E",28.3925,77.0541
89,house,vipul tatvam villa,sector 48,8.5,26235.0,4,4,2,0.2,Old Property,3240.0,0,1,1,1,0,0,88,"28.4177° N, 77.0359° E",28.4177,77.0359
90,flat,godrej,sector 79,1.33,8531.0,2,2,3,6.0,Moderately Old,1411.0,1,0,0,0,0,0,158,"28.3624° N, 76.9787° E",28.3624,76.9787
91,flat,antriksh heights,sector 84,0.89,4369.0,3,3,3,8.0,Moderately Old,1833.0,0,0,0,1,0,0,67,"28.3979° N, 76.9736° E",28.3979,76.9736
92,flat,ss the leaf,sector 85,1.05,6402.0,2,2,3,11.0,Moderately Old,1484.0,0,0,0,0,0,0,44,"28.4042° N, 76.9513° E",28.4042,76.9513
93,flat,adani brahma samsara vilasa,sector 63,4.49,14254.0,4,4,3+,3.0,New Property,389.0,0,0,0,0,0,1,96,"28.3971° N, 77.0867° E",28.3971,77.0867
94,flat,uphaar homes,sector 105,0.45,4737.0,3,2,1,1.0,Moderately Old,1056.0,0,0,0,0,0,1,44,"28.4952° N, 77.0114° E",28.4952,77.0114
95,flat,indiabulls centrum park,sector 103,1.33,8581.0,3,3,3+,8.0,Moderately Old,1671.0,1,0,0,0,0,0,150,"28.4949° N, 76.9845° E",28.4949,76.9845
96,flat,tulip monsella,sector 53,5.6,19364.0,3,3,3+,1.0,Moderately Old,2617.0,0,0,0,0,0,0,42,"28.4433° N, 77.0948° E",28.4433,77.0948
97,flat,dlf belvedere towers,sector 25,3.4,13765.0,4,4,3,1.0,Old Property,2744.0,0,1,0,0,0,0,26,"28.4844° N, 77.0860° E",28.4844,77.086
98,flat,orris aster court premier,sector 85,1.73,6758.0,4,5,3+,8.0,Moderately Old,2017.0,0,1,0,0,0,0,16,"28.4042° N, 76.9513° E",28.4042,76.9513
99,house,independent,sector 57,3.3,19097.0,4,4,2,3.0,Old Property,1728.0,0,0,1,0,0,1,60,"28.4232° N, 77.0752° E",28.4232,77.0752
100,house,independent,sector 26,20.0,44444.0,5,7,3+,3.0,Moderately Old,4500.0,0,1,0,1,0,2,97,"28.4757° N, 77.1032° E",28.4757,77.1032
101,flat,dlf new town heights,sector 90,1.65,5684.0,4,4,3+,7.0,Moderately Old,2468.0,0,0,0,0,0,0,117,"28.4085° N, 76.9369° E",28.4085,76.9369
102,flat,smart world orchard,sector 61,2.3,14110.0,3,3,2,2.0,Moderately Old,1475.0,1,0,0,0,0,0,79,"28.4050° N, 77.0963° E",28.405,77.0963
103,flat,experion the heartsong,sector 108,1.25,9259.0,3,3,3,1.0,Moderately Old,1500.0,0,1,0,1,0,0,174,"28.5134° N, 76.9830° E",28.5134,76.983
104,flat,m3m skycity,sector 65,2.0,15267.0,2,2,2,16.0,New Property,1186.0,0,0,0,0,0,1,174,"28.4030° N, 77.0690° E",28.403,77.069
105,flat,dlf regal gardens,sector 90,1.3,7151.0,3,3,3+,7.0,Moderately Old,1700.0,0,0,0,0,0,0,141,"28.4085° N, 76.9369° E",28.4085,76.9369
106,flat,bestech park view residency,sector 2,1.59,8281.0,3,4,3+,11.0,Moderately Old,1738.0,0,1,0,0,0,0,100,"28.5095° N, 77.0320° E",28.5095,77.032
107,flat,emaar imperial gardens,sector 102,2.05,9875.0,3,4,3+,14.0,Moderately Old,2250.0,0,1,0,0,0,0,116,"28.4750° N, 76.9715° E",28.475,76.9715
108,flat,smartworld one dxp,sector 113,2.0,11074.0,3,3,3,12.0,Moderately Old,1806.0,0,0,0,0,0,0,70,"28.5287° N, 77.0233° E",28.5287,77.0233
109,flat,signature global solera,sector 107,0.36,5980.0,2,2,1,7.0,Moderately Old,598.0,0,0,0,0,1,0,49,"28.5052° N, 76.9729° E",28.5052,76.9729
110,flat,ramprastha the edge towers,sector 37d,1.0,5650.0,3,3,3+,13.0,Moderately Old,1602.0,0,0,0,0,0,0,38,"28.4478° N, 76.9703° E",28.4478,76.9703
111,house,independent,sector 69,0.8,10485.0,1,1,0,1.0,New Property,763.0,0,0,0,0,0,0,0,"28.3966° N, 77.0341° E",28.3966,77.0341
112,flat,shree vardhman flora,sector 90,0.65,6792.0,2,2,3,9.0,Moderately Old,1050.0,1,0,0,0,0,0,67,"28.4085° N, 76.9369° E",28.4085,76.9369
113,flat,m3m skywalk,sector 74,1.6,9512.0,2,2,2,26.0,Moderately Old,1508.0,0,0,0,0,0,1,158,"28.4158° N, 77.0118° E",28.4158,77.0118
114,flat,signature global infinity mall,sector 36,0.41,6269.0,2,2,3,3.0,New Property,654.0,0,0,0,0,0,0,0,"28.4160° N, 76.9914° E",28.416,76.9914
115,flat,vatika the seven lamps,sector 82,0.81,6193.0,2,2,2,15.0,Moderately Old,1176.0,0,0,0,0,0,1,117,"28.3935° N, 76.9600° E",28.3935,76.96
116,flat,cghs airport apartment,sector 47,1.8,6000.0,4,4,3+,4.0,Moderately Old,2857.0,0,0,1,0,0,1,120,"28.4276° N, 77.0492° E",28.4276,77.0492
117,flat,pareena coban residences,sector 99a,1.23,6159.0,3,5,3,5.0,Moderately Old,1807.0,0,1,0,0,0,0,99,"28.4561° N, 76.9542° E",28.4561,76.9542
118,flat,unitech vistas,sector 70,0.99,6326.0,3,4,2,11.0,Under Construction,1416.0,0,0,0,0,0,0,0,"28.3968° N, 77.0233° E",28.3968,77.0233
119,flat,ats kocoon,sector 109,2.15,10263.0,3,4,3,9.0,Moderately Old,1896.0,0,1,0,0,0,0,97,"28.5073° N, 77.0089° E",28.5073,77.0089
120,house,"nirmal enclave, maruti kunj road",sector 11,0.24,5333.0,2,2,0,2.0,Moderately Old,450.0,0,0,0,0,0,0,0,"28.4531° N, 77.0202° E",28.4531,77.0202
121,flat,ss the leaf,sector 85,2.1,7468.0,4,4,3,7.0,Moderately Old,2600.0,1,1,0,1,0,0,49,"28.4042° N, 76.9513° E",28.4042,76.9513
122,flat,bestech park view sanskruti,sector 92,1.55,7568.0,3,4,3,16.0,Moderately Old,1805.0,0,1,0,0,0,1,60,"28.4079° N, 76.9153° E",28.4079,76.9153
123,flat,sare crescent parc,sector 92,1.44,7069.0,4,4,3,8.0,Moderately Old,2267.0,0,0,0,0,0,0,37,"28.4079° N, 76.9153° E",28.4079,76.9153
124,flat,tulip ivory,sector 70,2.0,8333.0,4,5,3+,7.0,Moderately Old,2169.0,0,1,0,0,0,1,174,"28.3968° N, 77.0233° E",28.3968,77.0233
125,flat,shree vardhman victoria,sector 70,1.6,8205.0,3,5,3,6.0,Moderately Old,1527.0,0,1,0,0,0,0,108,"28.3968° N, 77.0233° E",28.3968,77.0233
126,flat,conscient heritage max,sector 102,2.2,10237.0,3,4,3+,20.0,Moderately Old,1186.0,1,1,0,0,0,1,45,"28.4750° N, 76.9715° E",28.475,76.9715
127,house,rattan garden,sector 7,1.3,13499.0,2,3,2,3.0,Old Property,963.0,0,0,0,0,0,0,0,"28.4644° N, 77.0143° E",28.4644,77.0143
128,flat,the lions cghs,sector 56,1.99,11056.0,4,4,3+,4.0,Old Property,2000.0,0,0,0,1,1,1,105,"28.4245° N, 77.0991° E",28.4245,77.0991
129,flat,park view apartments,sector 15,1.6,11034.0,3,3,3+,2.0,Moderately Old,1611.0,0,0,0,1,0,0,56,"28.4621° N, 77.0464° E",28.4621,77.0464
130,flat,eros wembley estate,sector 50,1.4,10174.0,3,3,2,9.0,Moderately Old,1245.0,0,0,1,0,0,1,117,"28.4178° N, 77.0628° E",28.4178,77.0628
131,flat,puri diplomatic greens,sector 111,3.45,11695.0,4,5,3+,9.0,Moderately Old,2670.0,0,1,0,0,0,0,68,"28.5238° N, 77.0320° E",28.5238,77.032
132,flat,smart world orchard,sector 61,1.47,12250.0,2,2,2,2.0,Moderately Old,1333.0,1,0,0,0,0,0,76,"28.4050° N, 77.0963° E",28.405,77.0963
133,flat,sare crescent parc,sector 92,1.0,5128.0,4,3,2,1.0,Moderately Old,2167.0,0,0,0,0,0,0,49,"28.4079° N, 76.9153° E",28.4079,76.9153
134,flat,housing board colony,sector 51,0.3,4630.0,1,1,0,0.0,Moderately Old,80.0,1,0,0,0,0,0,15,"28.4320° N, 77.0686° E",28.432,77.0686
135,flat,new sathi apartments,sector 54,1.59,7067.0,3,3,3+,3.0,Moderately Old,2250.0,1,0,0,0,0,1,127,"28.4348° N, 77.1089° E",28.4348,77.1089
136,house,independent,sector 2,2.95,15989.0,4,4,3+,2.0,Old Property,1845.0,0,0,0,0,0,0,27,"28.5095° N, 77.0320° E",28.5095,77.032
137,flat,m3m golfestate,sector 65,6.15,18331.0,3,4,2,20.0,Moderately Old,3355.0,0,0,0,0,0,0,34,"28.4030° N, 77.0690° E",28.403,77.069
138,house,independent,sector 36,0.66,7166.0,2,2,3,4.0,New Property,823.0,0,0,0,0,0,0,0,"28.4160° N, 76.9914° E",28.416,76.9914
139,house,independent,sector 37d,1.16,7537.0,1,1,0,1.0,Moderately Old,1535.0,0,0,0,0,0,0,0,"28.4478° N, 76.9703° E",28.4478,76.9703
140,flat,indiabulls enigma,sector 110,4.0,9850.0,4,4,3,17.0,New Property,3350.0,0,0,0,0,0,0,59,"28.5145° N, 77.0197° E",28.5145,77.0197
141,flat,parsvnath exotica,sector 53,4.8,16580.0,3,4,3+,8.0,Moderately Old,2500.0,0,1,0,1,1,1,174,"28.4433° N, 77.0948° E",28.4433,77.0948
142,flat,raheja vanya,sector 99a,0.85,6789.0,2,2,2,3.0,New Property,1133.0,0,0,0,0,0,0,43,"28.4561° N, 76.9542° E",28.4561,76.9542
143,flat,dlf the skycourt,sector 86,1.56,8087.0,3,4,3+,17.0,Moderately Old,1580.0,0,0,1,0,0,0,174,"28.3986° N, 76.9384° E",28.3986,76.9384
144,flat,ss the leaf,sector 85,1.1,6318.0,2,2,3+,3.0,Moderately Old,1464.0,0,0,1,0,0,0,143,"28.4042° N, 76.9513° E",28.4042,76.9513
145,flat,paras dews,sector 106,1.0,7220.0,2,2,3+,2.0,New Property,940.0,0,0,0,0,0,1,21,"28.5007° N, 77.0003° E",28.5007,77.0003
146,house,vatika india next,sector 82,7.0,21605.0,4,4,3+,3.0,Moderately Old,3900.0,0,1,0,0,0,2,105,"28.3935° N, 76.9600° E",28.3935,76.96
147,house,independent,sector 55,1.64,10123.0,3,3,2,4.0,New Property,1620.0,1,1,0,0,0,1,54,"28.4281° N, 77.1100° E",28.4281,77.11
148,house,experion windchants,sector 112,9.5,23457.0,5,5,3,2.0,Moderately Old,7450.0,0,1,0,0,0,0,45,"28.5189° N, 77.0183° E",28.5189,77.0183
149,house,tata primanti,sector 72,8.6,12286.0,4,5,3+,3.0,Moderately Old,7000.0,0,0,0,0,0,1,30,"28.4225° N, 77.0211° E",28.4225,77.0211
150,flat,indiabulls enigma,sector 110,3.7,10882.0,4,5,3,7.0,Moderately Old,3077.0,0,1,0,0,0,0,156,"28.5145° N, 77.0197° E",28.5145,77.0197
151,flat,emaar mgf emerald floors premier,sector 65,2.7,16364.0,3,3,3,5.0,Moderately Old,1833.0,0,1,1,0,0,1,108,"28.4030° N, 77.0690° E",28.403,77.069
152,flat,dlf ridgewood estate,sector 28,2.0,14599.0,3,3,1,12.0,Old Property,1240.0,0,0,0,0,0,1,96,"28.4728° N, 77.0865° E",28.4728,77.0865
153,flat,vatika inxt floors,sector 82a,1.25,8333.0,3,2,3,2.0,Moderately Old,1667.0,1,0,0,1,0,1,94,"28.3858° N, 76.9686° E",28.3858,76.9686
154,flat,green court,sector 90,0.47,6812.0,2,2,1,0.0,New Property,767.0,0,0,0,0,0,0,49,"28.4085° N, 76.9369° E",28.4085,76.9369
155,flat,zara aavaas,sector 104,0.4,7030.0,2,2,1,14.0,Moderately Old,515.0,0,0,0,0,0,0,38,"28.4788° N, 76.9960° E",28.4788,76.996
156,flat,signature global city 81,sector 81,0.8,14652.0,2,2,2,4.0,Moderately Old,607.0,1,0,0,0,0,0,36,"28.3867° N, 76.9485° E",28.3867,76.9485
157,flat,experion the heartsong,sector 108,1.3,8344.0,3,3,3+,7.0,Moderately Old,1661.0,1,0,0,0,0,0,150,"28.5134° N, 76.9830° E",28.5134,76.983
